id,modern,unicode,traditional_or_variants,traditional_unicode,variant_unicodes,pinyin,radical,stroke_count,source_work,source_note,brief_gloss,simple_annotation,common_words,xinhua_base_status,shape_status,meaning_status,phonology_status,review_status,review_tags,review_notes
155,能,U+80FD,能,,,neng2|nai2,月,10,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,能够|能力|能量|擅长|胜任,能：现代主要用于表示能够；能力；能量；擅长；胜任。常见用法如：能力、能够、能量、才能、不能。,能力|能够|能量|才能|不能,draft,draft,draft,draft,needs_review,polyphonic|historical_draft_review,多音字：neng2、nai2；需按义项和常用词复核读音排序。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
156,好,U+597D,好,,,hao3|hao4,女,6,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,优良|使人满意|喜爱|容易|表示完成或应允,好：现代主要用于表示优良；使人满意；喜爱；容易；表示完成或应允。常见用法如：好坏、很好、爱好、好学、做好。,好坏|很好|爱好|好学|做好,draft,draft,draft,draft,needs_review,polyphonic|historical_draft_review,多音字：hao3、hao4；需按义项和常用词复核读音排序。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
157,坏,U+574F,壞|坏,U+58DE,壞:U+58DE,huai4|pi1,土,7,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,不好|损坏|败坏|恶劣|使坏,坏：现代主要用于表示不好；损坏；败坏；恶劣；使坏。常见用法如：好坏、坏人、损坏、坏事、破坏。,好坏|坏人|损坏|坏事|破坏,draft,draft,draft,draft,needs_review,polyphonic|variant_or_traditional|historical_draft_review,多音字：huai4、pi1；需按义项和常用词复核读音排序。|含繁体/异体：壞；需复核简繁对应、异体来源和义项是否完全合并。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
158,善,U+5584,善,,,shan4,口,12,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,善良|好|擅长|友好|妥善,善：现代主要用于表示善良；好；擅长；友好；妥善。常见用法如：善良、善恶、完善、善于、友善。,善良|善恶|完善|善于|友善,draft,draft,draft,draft,needs_review,historical_draft_review,已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
159,恶,U+6076,惡|恶,U+60E1,惡:U+60E1,e4|wu4|e3|wu1,心,10,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,坏或凶恶|罪恶|厌恶|恶心|疑问感叹用法,恶：现代主要用于表示坏或凶恶；罪恶；厌恶；恶心；疑问感叹用法。常见用法如：善恶、恶人、厌恶、恶心、可恶。,善恶|恶人|厌恶|恶心|可恶,draft,draft,draft,draft,needs_review,polyphonic|variant_or_traditional|historical_draft_review,多音字：e4、wu4、e3、wu1；需按义项和常用词复核读音排序。|含繁体/异体：惡；需复核简繁对应、异体来源和义项是否完全合并。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
160,美,U+7F8E,美,,,mei3,羊,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,美丽|美好|令人满意|赞美|美国或美洲简称,美：现代主要用于表示美丽；美好；令人满意；赞美；美国或美洲简称。常见用法如：美丽、美好、审美、赞美、美国。,美丽|美好|审美|赞美|美国,draft,draft,draft,draft,needs_review,historical_draft_review,已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
161,丑,U+4E11,丑|醜,U+919C,醜:U+919C,chou3,一,4,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,丑陋|地支第二位|羞耻|戏曲角色,丑：现代主要用于表示丑陋；地支第二位；羞耻；戏曲角色。常见用法如：美丑、丑陋、小丑、丑时、出丑。,美丑|丑陋|小丑|丑时|出丑,draft,draft,draft,draft,needs_review,variant_or_traditional|historical_draft_review,含繁体/异体：醜；需复核简繁对应、异体来源和义项是否完全合并。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
162,真,U+771F,真,,,zhen1,目,10,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,真实|确实|真诚|清楚|本质,真：现代主要用于表示真实；确实；真诚；清楚；本质。常见用法如：真假、真实、认真、真心、真正。,真假|真实|认真|真心|真正,draft,draft,draft,draft,needs_review,historical_draft_review,已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
163,假,U+5047,假,,,jia3|jia4,亻,11,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,不真实|借用|假设|暂时|休假,假：现代主要用于表示不真实；借用；假设；暂时；休假。常见用法如：真假、假如、假期、假借、虚假。,真假|假如|假期|假借|虚假,draft,draft,draft,draft,needs_review,polyphonic|historical_draft_review,多音字：jia3、jia4；需按义项和常用词复核读音排序。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
164,新,U+65B0,新,,,xin1,斤,13,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,新的|新近|更新|新鲜|刚出现,新：现代主要用于表示新的；新近；更新；新鲜；刚出现。常见用法如：新旧、新闻、新鲜、更新、重新。,新旧|新闻|新鲜|更新|重新,draft,draft,draft,draft,needs_review,historical_draft_review,已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
165,旧,U+65E7,舊,U+820A,舊:U+820A,jiu4,日,5,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,旧的|从前的|原来的|旧交|陈旧,旧：现代主要用于表示旧的；从前的；原来的；旧交；陈旧。常见用法如：新旧、旧书、旧友、依旧、旧时。,新旧|旧书|旧友|依旧|旧时,draft,draft,draft,draft,needs_review,variant_or_traditional|historical_draft_review,含繁体/异体：舊；需复核简繁对应、异体来源和义项是否完全合并。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
166,多,U+591A,多,,,duo1,夕,6,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数量多|超过|过分|多么|多余,多：现代主要用于表示数量多；超过；过分；多么；多余。常见用法如：多少、很多、多年、多么、多余。,多少|很多|多年|多么|多余,draft,draft,draft,draft,needs_review,historical_draft_review,已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
167,少,U+5C11,少,,,shao3|shao4,小,4,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,数量少|缺少|稍微|年轻|少年,少：现代主要用于表示数量少；缺少；稍微；年轻；少年。常见用法如：多少、少数、缺少、少年、少量。,多少|少数|缺少|少年|少量,draft,draft,draft,draft,needs_review,polyphonic|historical_draft_review,多音字：shao3、shao4；需按义项和常用词复核读音排序。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
168,重,U+91CD,重,,,zhong4|chong2,里,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,重量大|程度深|重要|重视|重复,重：现代主要用于表示重量大；程度深；重要；重视；重复。常见用法如：轻重、重要、重视、重新、重复。,轻重|重要|重视|重新|重复,draft,draft,draft,draft,needs_review,polyphonic|historical_draft_review,多音字：zhong4、chong2；需按义项和常用词复核读音排序。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
169,轻,U+8F7B,輕,U+8F15,輕:U+8F15,qing1,车,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,重量小|程度浅|轻松|轻率|轻视,轻：现代主要用于表示重量小；程度浅；轻松；轻率；轻视。常见用法如：轻重、轻松、轻视、年轻、轻微。,轻重|轻松|轻视|年轻|轻微,draft,draft,draft,draft,needs_review,variant_or_traditional|historical_draft_review,含繁体/异体：輕；需复核简繁对应、异体来源和义项是否完全合并。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
170,爱,U+7231,愛,U+611B,愛:U+611B,ai4,爫,10,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,爱慕或爱情|喜爱|爱护|珍惜|容易发生,爱：现代主要用于表示爱慕或爱情；喜爱；爱护；珍惜；容易发生。常见用法如：爱心、爱情、爱护、喜爱、爱好。,爱心|爱情|爱护|喜爱|爱好,draft,draft,draft,draft,needs_review,variant_or_traditional|historical_draft_review,含繁体/异体：愛；需复核简繁对应、异体来源和义项是否完全合并。|已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
171,恨,U+6068,恨,,,hen4,忄,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,怨恨|仇恨|遗憾|悔恨,恨：现代主要用于表示怨恨；仇恨；遗憾；悔恨。常见用法如：仇恨、恨不得、痛恨、悔恨、遗恨。,仇恨|恨不得|痛恨|悔恨|遗恨,draft,draft,draft,draft,needs_review,historical_draft_review,已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
172,喜,U+559C,喜,,,xi3,口,12,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,高兴|喜欢|可庆的事|吉庆,喜：现代主要用于表示高兴；喜欢；可庆的事；吉庆。常见用法如：喜欢、喜悦、喜事、欢喜、喜庆。,喜欢|喜悦|喜事|欢喜|喜庆,draft,draft,draft,draft,needs_review,historical_draft_review,已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
173,怒,U+6012,怒,,,nu4,心,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,愤怒|气势猛烈|奋起或奋发,怒：现代主要用于表示愤怒；气势猛烈；奋起或奋发。常见用法如：愤怒、怒气、发怒、怒吼、怒放。,愤怒|怒气|发怒|怒吼|怒放,draft,draft,draft,draft,needs_review,historical_draft_review,已有历史层草稿或音韵草稿；需后续依据字形材料、古籍训诂和韵书资料复核。
